,product name,image url,product category,price
216,Multi Casual Shirt CM-YD-2520 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2520_cs_3_.jpg,M-AP-19-187569 -P,"PKR 1,497"
217,Multi Casual Shirt CM-YD-2519 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2519_cs_3_.jpg,M-AP-19-187564 -P,"PKR 1,497"
218,Navy & White Formal Shirt CM-YD-2369,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2369_4_.jpg,M-AP-19-187379 -P,"PKR 1,977"
219,White & Navy Formal Shirt CM-YD-2366,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2366_4_.jpg,M-AP-19-187355 -P,"PKR 1,977"
220,Ash Grey Shalwar Kameez SKP-675,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/skp-675_3_.jpg,M-AP-19-187315 -P,"PKR 2,247"
221,Off White Shalwar Kameez SKP-674,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/skp-674_3_.jpg,M-AP-19-187310 -P,"PKR 2,247"
222,Black & White Striped Formal Shirt CM-YD-2335,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2335_4_.jpg,M-AP-19-185575 -P,"PKR 1,977"
223,Fawn Casual Shirt CM-YD-2484  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2484_cs_3_.jpg,M-AP-19-184297 -P,"PKR 1,497"
224,Multi Casual Shirt CM-YD-2433-A-CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2433_cs_3__1.jpg,M-AP-19-175136 -P,"PKR 1,497"
225,Red Dobby Shirt RCG-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imgp8400_1.jpg,MEN-FABRIC-RS-19-193743,PKR 867
226,Grey Plain Kurta KS-647,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-647_3_.jpg,M-AP-19-190558 -P,"PKR 1,498"
227,Grey Plain Kurta KE-1298,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/e/ke-1298_2_.jpg,M-AP-19-187126 -P,"PKR 1,498"
228,Grey Plain Kurta KS-646,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-646_4_.jpg,M-AP-19-190553 -P,"PKR 1,498"
229,Grey Plain Kurta KS-651,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-651_3_.jpg,M-AP-19-190518 -P,"PKR 1,498"
230,Beige Plain Kurta KS-650,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-650_3_.jpg,M-AP-19-190513 -P,"PKR 1,498"
231,Grey Plain Kurta KP-1479,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/p/kp-1479_1_.jpg,M-AP-19-188996 -P,"PKR 1,248"
232,Off White Plain Kurta KP-1469,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/p/kp-1469_3_.jpg,M-AP-19-188060 -P,"PKR 1,498"
233,Brown Plain Kurta KS-683,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-683_3_.jpg,M-AP-19-186279 -P,"PKR 1,498"
234,Sky Plain Kurta KS-679,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-679_3_.jpg,M-AP-19-186259 -P,"PKR 1,498"
235,Brown Plain Kurta KS-662,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-662_3_.jpg,M-AP-19-186214 -P,"PKR 1,498"
236,Off White Plain Kurta KS-570,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-570_3_.jpg,M-AP-19-179486 -P,"PKR 1,248"
237,Purple Shalwar Kameez SKP-646-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/skp-646-01_3_.jpg,M-AP-19-180247 -P,"PKR 2,697"
238,Sky Blue Shalwar Kameez SKP-647-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/skp-647-01_4_.jpg,M-AP-19-180257 -P,"PKR 2,697"
239,Peach Shalwar Kameez SKP-645-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/skp-645-01_1_.jpg,M-AP-19-180237 -P,"PKR 2,697"
240,Rust Shalwar Kameez SKP-621,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/skp-621_4_.jpg,M-AP-19-179910 -P,"PKR 2,697"
241,White Urban Graphic T-Shirt JGP-URB-D111,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d111_3_.jpg,M-AP-19-176921 -P,PKR 597
242,Cream Plain Kurta KP-1499,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/8/4/848481_1_.jpg,M-AP-19-190151 -P,"PKR 1,248"
243,Orange Plain Kurta KP-1481,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/p/kp-1481_4_.jpg,M-AP-19-189006 -P,"PKR 1,248"
244,Yellow Plain Kurta KP-1477,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/p/kp-1477_4_.jpg,M-AP-19-188986 -P,"PKR 1,248"
245,Peach Plain Kurta KS-660,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-660_2_.jpg,M-AP-19-186204 -P,"PKR 1,498"
246,Navy Urban Graphic T-Shirt JGP-URB-D131,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d131_2_.jpg,M-AP-19-188222 -P,PKR 717
247,Green Urban Graphic T-Shirt JGP-URB-D125,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d125_4_.jpg,M-AP-19-188198 -P,PKR 717
248,Dark Blue Formal Shirt CM-YD-2344 Mr.Blu 3,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2344_mr.blu_3_3_.jpg,M-AP-19-184645 -P,"PKR 1,617"
249,Dark Blue Formal Shirt CM-YD-2343 Mr.Blu 3,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2343_mr.blu_3_4_.jpg,M-AP-19-184637 -P,"PKR 1,617"
250,Dark Blue Formal Shirt CM-YD-2342 Mr.Blu 3,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2342_mr.blu_3_3_.jpg,M-AP-19-184629 -P,"PKR 1,617"
251,Dark Blue Formal Shirt CM-YD-2340 Mr.Blu 3,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-_2340_4_.jpg,M-AP-19-184613 -P,"PKR 1,617"
252,Blue Formal Shirt CM-YD-2339 Mr.Blu 3,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2339_mr.blu_3_3_.jpg,M-AP-19-184605 -P,"PKR 1,617"
253,Light Blue Formal Shirt CM-YD-2338  Mr.Blu 3,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2338_mr.blu_3_4_.jpg,M-AP-19-184597 -P,"PKR 1,617"
254,Blue Formal Shirt CM-YD-2337 Mr.Blu 3,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2337_mr.blu_3_1_.jpg,M-AP-19-184589 -P,"PKR 1,617"
255,Blue Formal Shirt CM-YD-2336 Mr.Blu 3,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2336_mr.blu_3_4_.jpg,M-AP-19-184581 -P,"PKR 1,617"
256,Navy & White Formal Shirt CM-YD-2358,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2358_3_.jpg,M-AP-19-180877 -P,"PKR 1,617"
257,Pink Formal Shirt CM-PD-396,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-396_3_.jpg,M-AP-19-187491 -P,"PKR 1,497"
258,Lilac Formal Shirt CM-PD-395,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-395_4_.jpg,M-AP-19-187483 -P,"PKR 1,497"
259,Light Azure Formal Shirt CM-PD-394,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-394_4_.jpg,M-AP-19-187475 -P,"PKR 1,497"
260,Azure Formal Shirt CM-PD-393,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-393_4_.jpg,M-AP-19-187467 -P,"PKR 1,497"
261,Khaki Formal Shirt CM-PD-391,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-391_4_.jpg,M-AP-19-187451 -P,"PKR 1,497"
262,Black Formal Shirt CM-PD-389,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-389_4_.jpg,M-AP-19-187435 -P,"PKR 1,497"
263,Grey Formal Shirt CM-YD-2374,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2374_4_.jpg,M-AP-19-187419 -P,"PKR 1,977"
264,Navy & Gold Formal Shirt CM-YD-2373,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2373_4_.jpg,M-AP-19-187411 -P,"PKR 1,977"
265,Black & Grey Formal Shirt CM-YD-2372,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2372_4_.jpg,M-AP-19-187403 -P,"PKR 1,977"
266,Navy & White Formal Shirt CM-YD-2365,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2365_4_.jpg,M-AP-19-180901 -P,"PKR 1,617"
267,Sky Blue Formal Shirt CM-YD-2363,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2363_4_.jpg,M-AP-19-180893 -P,"PKR 1,617"
268,Red & Sky Formal Shirt CM-YD-2357,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2357_4_.jpg,M-AP-19-180869 -P,"PKR 1,617"
269,Mauve & Navy Formal Shirt CM-YD-2355,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2355_4_.jpg,M-AP-19-180861 -P,"PKR 1,617"
270,Sky & Navy Formal Shirt CM-YD-2362,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2362_4_.jpg,M-AP-19-180742 -P,"PKR 1,617"
271,Sky & White Formal Shirt CM-YD-2359,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2359_4_.jpg,M-AP-19-180734 -P,"PKR 1,617"
272,Purple & Brown Formal Shirt CM-YD-2356,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2356_4_.jpg,M-AP-19-180726 -P,"PKR 1,617"
273,Sky & Pink Formal Shirt CM-YD-2354,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2354_4_.jpg,M-AP-19-180718 -P,"PKR 1,617"
274,Mauve & Navy Formal Shirt CM-YD-2353,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-_2353_2_.jpg,M-AP-19-180710 -P,"PKR 1,617"
275,Mauve Formal Shirt CM-YD-2352,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2352_3_.jpg,M-AP-19-180702 -P,"PKR 1,617"
276,Sky & Pink Formal Shirt CM-YD-2349,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2349_4__1.jpg,M-AP-19-180686 -P,"PKR 1,617"
277,Black Urban Graphic T-Shirt JGP-URB-D132,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d132_1__1.jpg,M-AP-19-188226 -P,PKR 717
278,Black Urban Graphic T-Shirt JGP-URB-D130,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d130_4_.jpg,M-AP-19-188218 -P,PKR 717
279,Green Urban Graphic T-Shirt JGP-URB-D129,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d129_5_.jpg,M-AP-19-188214 -P,PKR 717
280,Green Urban Garphic T-Shirt JGP-URB-D128,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d128_5_.jpg,M-AP-19-188210 -P,PKR 717
281,Navy Urban Graphic T-Shirt JGP-URB-D127,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d127_1_.jpg,M-AP-19-188206 -P,PKR 717
282,Mustard Urban Graphic T-Shirt JGP-URB-D126,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d126_1_.jpg,M-AP-19-188202 -P,PKR 717
283,Charcoal Urban Polo PKP-URB-D40,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/p/k/pkp-urb-d40_6_.jpg,M-AP-19-188190 -P,PKR 897
284,Navy Urban Polo PKP-URB-D43,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/p/k/pkp-urb-d43_10_.jpg,M-AP-19-188186 -P,PKR 897
285,Blue Urban Polo PKP-URB-D42,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/p/k/pkp-urb-d42_9_.jpg,M-AP-19-188182 -P,PKR 897
286,Black Urban Graphic T-Shirt JGP-URB-D151,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d151_2_.jpg,M-AP-19-188178 -P,PKR 717
287,Navy Urban Graphic T-Shirt JGP-URB-D150,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d150_3_.jpg,M-AP-19-188174 -P,PKR 717
288,Mustard Urban Graphic T-Shirt JGP-URB-D149,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d149_3_.jpg,M-AP-19-188170 -P,PKR 717
289,Red Urban Graphic T-Shirt JGP-URB-D148,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d148_1_.jpg,M-AP-19-188166 -P,PKR 717
290,Black Urban Graphic T-Shirt JGP-URB-D147,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d147_2_.jpg,M-AP-19-188162 -P,PKR 717
291,Sapphire Urban Graphic T-Shirt JGP-URB-D146,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d146_1_.jpg,M-AP-19-188158 -P,PKR 717
292,Navy Urban Graphic T-Shirt FS-JGP-URB-D13,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-jgp-urb-d13_2_.jpg,M-AP-19-188154 -P,PKR 717
293,White Urban Graphic T-Shirt FS-JGP-URB-D12,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-jgp-urb-d12_1_.jpg,M-AP-19-188150 -P,PKR 717
294,Ash Grey Urban Polo FS-PKP-URB-D03-02,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-pkp-urb-d03-02_3_.jpg,M-AP-19-188146 -P,PKR 897
295,Navy Urban Polo FS-PKP-URB-D03-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-pkp-urb-d03-01_3_.jpg,M-AP-19-188142 -P,PKR 897
296,White Urban Polo PKP-URB-D38,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/p/k/pkp-urb-d38_4_.jpg,M-AP-19-188126 -P,PKR 897
297,Green Urban Polo PKP-URB-D35,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/p/k/pkp-urb-d35_5_.jpg,M-AP-19-188122 -P,PKR 897
298,Navy Urban Polo PKP-URB-D34,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/p/k/pkp-urb-d34_2_.jpg,M-AP-19-188118 -P,PKR 897
299,Navy Urban Graphic T-Shirt JGP-URB-D136,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d136_3_.jpg,M-AP-19-188106 -P,PKR 717
300,Green Urban Graphic T-Shirt JGP-URB-D135,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d135_2_.jpg,M-AP-19-188102 -P,PKR 717
301,Ash Grey Full Sleeve Fashion Sweater Gibson FS-SWT-IMP-FD-94-03,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-swt-imp-fd-94-03_2_.jpg,M-AP-19-171775 -P,"PKR 3,295"
302,Oatmeal Full Sleeve Fashion Sweater Gibson FS-SWT-IMP-FD-94-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-swt-imp-fd-94-01_1_.jpg,M-AP-19-171767 -P,"PKR 3,295"
303,Black Full Sleeve Fashion Sweater Forest FS-SWT-IMP-FD-86-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-swt-imp-fd-86-01_1_.jpg,M-AP-19-171723 -P,"PKR 3,295"
304,Grey Full Sleeve Fashion Sweater Grigio FS-SWT-IMP-FD-84-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-swt-imp-fd84-01_1_.jpg,M-AP-19-171711 -P,"PKR 3,295"
305,Blue Overcoat Jacket David JKT-IMP-OVC-D01-02,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/k/jkt-imp-ovc-d01-02_1_.jpg,M-AP-19-171193 -P,"PKR 7,295"
306,Blue White Striped Casual Shirt CM-YD-2514  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2514_cs_4_.jpg,M-AP-19-185257 -P,"PKR 1,497"
307,Navy Check Casual Shirt CM-YD-2513  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2513_cs_4_.jpg,M-AP-19-185251 -P,"PKR 1,497"
308,Navy White Check Casual Shirt CM-YD-2503  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2503_cs_4_.jpg,M-AP-19-185227 -P,"PKR 1,497"
309,Black Urban Polo FS-SJP-URB-D10,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-sjp-urb-d10_5_.jpg,M-AP-19-176752 -P,"PKR 1,497"
310,Navy Urban Polo FS-SJP-URB-D09,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-sjp-urb-d09_4_.jpg,M-AP-19-176748 -P,"PKR 1,497"
311,Navy Urban Polo FS-SJP-URB-D08,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-sjp-urb-d08_1_.jpg,M-AP-19-176744 -P,"PKR 1,497"
312,Charcoal Urban Polo FS-SJP-URB-D07,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-sjp-urb-d07_4_.jpg,M-AP-19-176740 -P,"PKR 1,497"
313,Silver Urban Polo FS-SJP-URB-D06,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-sjp-urb-d06_5_.jpg,M-AP-19-176736 -P,"PKR 1,497"
314,Green Hooded Zipper Jacket JKT-HZJ-D28-03,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/k/jkt-hzj-d28-03_1_.jpg,M-AP-19-174831 -P,"PKR 3,495"
315,Navy Sweatshirt JKT-MSS-06-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/k/jkt-mss-06-01_4_.jpg,M-AP-19-174815 -P,"PKR 2,295"
316,Navy Mock Neck Zipper Jacket JKT-MNZ-65-02,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/k/jkt-mnz-65-02_4_.jpg,M-AP-19-174791 -P,"PKR 3,495"
317,Green Mock Neck Zipper Jacket JKT-MNZ-65-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/k/jkt-mnz-65-01_1_.jpg,M-AP-19-174787 -P,"PKR 3,495"
318,Black Mock Neck Zipper Jacket JKT-MNZ-63-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/k/jkt-mnz-63-01_4_.jpg,M-AP-19-174767 -P,"PKR 3,495"
319,Blue Mock Neck Zipper Jacket JKT-MNZ-62-02,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/k/jkt-mnz-62-02_4_.jpg,M-AP-19-174759 -P,"PKR 3,495"
320,Mustard Fashion Sweater FS-SWT-FD-120-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-swt-fd-120-01_1_.jpg,M-AP-19-171639 -P,"PKR 2,895"
321,Grey & Brown Check Casual Shirt CM-YD-2515  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2515-cs-_3_.jpg,M-AP-18-185263 -P,"PKR 1,497"
